5	1	47	20725	51	26768	63	30212	63	5183	81
4	1	47	20725	56	30212	62	26768	75	0	0
4	20725	55	1	57	30212	63	26768	78	0	0
3	20725	54	1	56	30212	63	0	0	0	0
3	20725	54	1	56	30212	63	0	0	0	0
4	20725	55	1	56	30212	63	5183	81	0	0
3	1	55	20725	56	30212	63	0	0	0	0
3	20725	55	1	55	30212	63	0	0	0	0
3	1	54	20725	55	30212	63	0	0	0	0
4	20725	55	1	56	30212	63	26768	79	0	0
3	1	55	20725	55	30212	63	0	0	0	0
3	1	54	20725	55	30212	63	0	0	0	0
4	20725	56	1	56	30212	63	26768	75	0	0
4	1	48	20725	63	30212	63	26768	81	0	0
4	1	48	30212	63	20725	63	26768	81	0	0
4	1	48	20725	63	30212	63	26768	81	0	0
4	1	48	30212	63	20725	63	26768	81	0	0
4	1	49	30212	62	20725	63	26768	78	0	0
4	1	49	20725	62	30212	62	26768	78	0	0
4	1	48	20725	61	30212	61	26768	81	0	0
4	1	52	20725	56	30212	64	26768	76	0	0
4	1	52	20725	55	30212	64	26768	74	0	0
