4	1	57	30212	59	20725	60	26768	68	0	0
5	1	57	20725	62	30212	65	26768	72	5183	80
5	1	56	20725	64	30212	67	5183	80	26768	80
5	1	57	20725	61	30212	74	26768	77	5183	80
5	1	57	20725	61	30212	71	26768	72	5183	81
5	1	58	20725	61	30212	71	26768	72	5183	81
5	1	58	20725	62	30212	70	26768	73	5183	81
5	1	58	20725	63	30212	71	26768	73	5183	80
5	1	58	20725	62	30212	72	26768	78	5183	80
5	1	58	20725	61	30212	71	26768	77	5183	81
4	1	58	20725	62	30212	71	26768	73	0	0
4	1	58	20725	62	26768	72	30212	72	0	0
5	1	57	20725	62	30212	71	26768	75	5183	80
5	1	57	20725	63	30212	69	26768	77	5183	81
4	1	57	20725	61	30212	66	26768	75	0	0
4	20725	58	1	61	30212	69	26768	75	0	0
4	1	58	20725	58	30212	59	26768	67	0	0
5	1	55	20725	57	30212	65	26768	67	5183	81
5	1	56	20725	58	30212	64	26768	67	5183	80
5	1	55	20725	57	30212	64	26768	67	5183	79
5	1	55	20725	57	30212	65	26768	68	5183	80
5	1	58	20725	58	30212	65	26768	67	5183	81
5	20725	57	1	58	30212	65	26768	67	5183	81
5	20725	57	1	58	30212	65	26768	67	5183	81
5	20725	57	1	58	30212	64	26768	67	5183	80
5	20725	57	1	58	30212	64	26768	67	5183	80
5	20725	57	1	59	30212	64	26768	67	5183	80
4	20725	56	1	59	30212	65	26768	68	0	0
5	20725	55	1	57	30212	65	26768	69	5183	80
5	1	58	20725	61	30212	67	26768	67	5183	79
5	1	59	20725	60	26768	68	30212	74	5183	81
4	1	57	20725	61	26768	69	30212	73	0	0
3	20725	61	1	61	30212	75	0	0	0	0
4	1	60	20725	61	26768	69	30212	73	0	0
4	20725	61	1	61	26768	69	30212	75	0	0
5	20725	57	1	61	26768	70	30212	77	5183	81
4	20725	59	1	61	26768	68	30212	75	0	0
4	20725	59	1	61	26768	70	30212	77	0	0
5	20725	55	1	60	26768	72	30212	77	5183	81
5	20725	58	1	61	26768	67	30212	69	5183	81
4	1	60	20725	62	26768	69	30212	71	0	0
4	20725	61	1	61	26768	68	30212	73	0	0
5	1	56	20725	60	30212	64	26768	66	5183	79
5	30212	59	1	61	20725	63	26768	68	5183	78
5	30212	58	1	61	20725	65	26768	70	5183	78
5	30212	59	20725	61	1	62	26768	67	5183	77
4	1	56	30212	59	26768	65	20725	67	0	0
