3	26768	40	1	61	5183	75	0	0	0	0
4	26768	40	1	61	5183	75	30212	80	0	0
4	26768	40	1	60	5183	75	30212	80	0	0
5	26768	40	1	61	5183	76	20725	79	30212	81
5	26768	40	1	61	5183	75	20725	81	30212	81
5	26768	40	1	59	5183	75	30212	79	20725	79
4	26768	40	1	60	5183	75	20725	81	0	0
3	26768	40	1	59	30212	79	0	0	0	0
4	26768	40	1	60	5183	75	30212	79	0	0
4	26768	40	1	60	5183	75	30212	78	0	0
5	26768	40	1	59	5183	75	20725	76	30212	79
5	26768	40	1	58	5183	75	20725	76	30212	81
5	26768	40	1	58	5183	75	20725	77	30212	79
5	26768	40	1	59	5183	76	20725	76	30212	78
5	26768	40	1	60	5183	76	20725	77	30212	77
5	26768	40	1	59	20725	73	5183	76	30212	79
5	26768	40	1	60	20725	75	5183	75	30212	77
5	26768	40	1	58	5183	75	20725	75	30212	77
5	26768	40	1	61	20725	74	5183	75	30212	77
5	26768	40	1	61	20725	75	5183	75	30212	77
4	26768	40	1	61	5183	75	30212	77	0	0
5	26768	40	1	61	20725	74	5183	75	30212	77
5	26768	40	1	61	20725	73	5183	75	30212	78
5	26768	40	1	61	20725	73	5183	75	30212	77
5	26768	40	1	61	20725	73	5183	75	30212	77
5	26768	40	1	61	20725	74	5183	75	30212	77
5	26768	40	1	60	5183	75	20725	76	30212	78
5	26768	40	1	61	5183	75	20725	77	30212	78
5	26768	40	1	61	5183	75	20725	76	30212	78
5	26768	40	1	61	20725	75	5183	75	30212	78
4	26768	40	1	60	5183	75	30212	78	0	0
4	1	61	20725	76	5183	76	30212	78	0	0
4	26768	40	1	60	20725	75	30212	77	0	0
5	26768	40	1	61	5183	75	30212	77	20725	78
5	26768	40	1	61	5183	75	20725	75	30212	81
5	26768	40	1	61	5183	75	20725	77	30212	80
5	26768	40	1	61	5183	75	20725	77	30212	79
5	26768	40	1	60	5183	75	20725	75	30212	80
5	26768	40	1	60	5183	75	20725	77	30212	79
5	26768	40	1	61	5183	75	20725	78	30212	79
5	26768	40	1	61	5183	75	20725	78	30212	80
5	26768	40	1	61	5183	75	20725	78	30212	79
5	26768	40	1	61	5183	75	20725	77	30212	78
5	26768	40	1	60	5183	76	20725	77	30212	78
5	26768	40	1	60	5183	75	20725	77	30212	79
5	26768	40	1	60	5183	75	30212	77	20725	77
5	26768	40	1	60	5183	76	20725	77	30212	80
