4	1	40	26768	59	20725	65	30212	81	0	0
3	1	40	26768	59	20725	66	0	0	0	0
3	1	40	26768	60	20725	66	0	0	0	0
4	1	40	26768	60	20725	65	30212	81	0	0
3	1	40	26768	60	20725	65	0	0	0	0
3	1	40	26768	60	20725	65	0	0	0	0
3	1	40	26768	60	20725	64	0	0	0	0
3	1	40	26768	59	20725	66	0	0	0	0
3	1	40	26768	60	20725	68	0	0	0	0
4	1	40	26768	60	20725	67	5183	81	0	0
3	1	40	26768	61	20725	63	0	0	0	0
4	1	40	26768	60	20725	63	5183	81	0	0
3	1	40	26768	60	20725	62	0	0	0	0
4	1	40	26768	60	20725	64	30212	80	0	0
3	1	40	26768	57	20725	60	0	0	0	0
4	1	40	26768	61	20725	63	30212	80	0	0
4	1	40	26768	61	20725	63	30212	81	0	0
3	1	40	26768	61	20725	63	0	0	0	0
4	1	40	26768	61	20725	62	30212	80	0	0
4	1	40	26768	60	20725	63	30212	78	0	0
4	1	40	26768	61	20725	63	30212	79	0	0
3	1	40	26768	59	20725	62	0	0	0	0
3	1	40	26768	59	20725	64	0	0	0	0
4	1	40	26768	59	20725	67	30212	81	0	0
4	1	40	26768	57	20725	63	30212	77	0	0
3	1	40	26768	59	30212	79	0	0	0	0
4	1	40	26768	57	20725	63	30212	77	0	0
4	1	40	26768	60	20725	64	30212	80	0	0
4	1	40	26768	60	20725	65	30212	78	0	0
4	1	40	26768	60	20725	65	30212	75	0	0
4	1	40	26768	61	20725	62	30212	77	0	0
4	1	40	26768	61	20725	66	30212	77	0	0
4	1	40	26768	61	20725	66	30212	77	0	0
3	1	40	26768	60	20725	65	0	0	0	0
4	1	40	26768	60	20725	63	30212	79	0	0
4	1	40	26768	60	20725	64	30212	81	0	0
4	1	40	26768	57	20725	66	30212	77	0	0
4	1	40	26768	60	20725	63	30212	79	0	0
4	1	40	26768	58	20725	62	30212	79	0	0
4	1	40	26768	58	20725	63	30212	77	0	0
4	1	40	26768	58	20725	63	30212	78	0	0
5	1	40	26768	58	20725	62	30212	77	5183	81
4	1	40	26768	57	20725	64	30212	78	0	0
4	1	40	26768	57	20725	63	30212	77	0	0
4	1	40	26768	58	20725	65	30212	77	0	0
4	1	40	26768	61	20725	65	30212	77	0	0
3	1	40	26768	60	20725	65	0	0	0	0
