4	26768	56	1	63	20725	65	30212	67	0	0
5	1	53	26768	56	20725	65	30212	67	5183	80
4	26768	57	1	57	30212	65	20725	67	0	0
4	26768	57	1	58	20725	66	30212	68	0	0
4	26768	57	1	59	20725	64	30212	68	0	0
4	1	57	26768	57	20725	65	30212	66	0	0
4	1	58	26768	59	20725	67	30212	67	0	0
4	1	58	26768	58	20725	65	30212	67	0	0
4	26768	58	1	58	20725	66	30212	67	0	0
4	26768	57	1	57	20725	64	30212	66	0	0
4	26768	55	1	59	30212	65	20725	67	0	0
4	26768	56	1	56	20725	64	30212	66	0	0
4	26768	57	1	58	20725	64	30212	66	0	0
4	26768	57	1	58	20725	62	30212	68	0	0
4	26768	57	1	58	20725	63	30212	67	0	0
4	26768	57	1	58	20725	63	30212	67	0	0
3	26768	57	1	61	30212	70	0	0	0	0
4	1	56	26768	57	20725	64	30212	67	0	0
3	1	55	26768	57	30212	65	0	0	0	0
4	1	54	26768	57	20725	64	30212	66	0	0
4	1	54	26768	57	20725	65	30212	67	0	0
4	1	54	26768	56	20725	64	30212	66	0	0
4	1	56	26768	56	30212	65	20725	66	0	0
