3	26768	57	1	58	20725	77	0	0	0	0
3	1	55	26768	56	30212	63	0	0	0	0
4	1	57	26768	59	30212	67	20725	77	0	0
3	1	55	26768	56	30212	65	0	0	0	0
5	1	54	26768	58	30212	70	5183	77	20725	80
4	26768	56	1	56	30212	61	20725	72	0	0
4	26768	56	1	58	30212	62	20725	79	0	0
4	26768	58	1	58	30212	62	20725	76	0	0
4	1	57	26768	57	30212	63	20725	81	0	0
3	26768	57	1	58	30212	61	0	0	0	0
3	26768	57	1	57	30212	62	0	0	0	0
4	1	57	26768	58	30212	63	20725	74	0	0
4	26768	57	1	58	30212	63	20725	76	0	0
4	26768	56	1	57	30212	63	20725	74	0	0
4	26768	57	1	57	30212	64	20725	73	0	0
4	1	57	26768	59	30212	60	20725	75	0	0
5	1	55	26768	58	30212	62	20725	76	5183	81
3	26768	57	1	57	30212	63	0	0	0	0
4	1	56	30212	60	26768	60	20725	75	0	0
5	1	56	30212	60	26768	61	20725	71	5183	74
5	1	57	26768	60	30212	61	20725	73	5183	75
5	1	58	26768	59	30212	61	5183	76	20725	77
