5	30212	42	5183	43	26768	56	1	69	20725	71
5	5183	43	30212	46	26768	62	20725	70	1	73
5	30212	42	5183	44	26768	57	20725	70	1	71
5	30212	40	5183	43	26768	57	1	69	20725	71
5	30212	40	5183	43	26768	55	1	69	20725	71
5	30212	40	5183	43	26768	56	1	68	20725	71
5	30212	40	5183	42	26768	57	1	70	20725	73
5	30212	40	5183	44	26768	56	1	71	20725	73
3	30212	40	5183	44	26768	58	0	0	0	0
5	30212	40	5183	43	26768	58	1	70	20725	72
5	30212	40	5183	43	26768	60	20725	71	1	72
4	30212	40	5183	42	26768	62	20725	72	0	0
5	30212	40	5183	42	26768	63	20725	72	1	72
4	30212	40	5183	42	26768	63	20725	73	0	0
3	30212	40	5183	43	26768	64	0	0	0	0
